"강좌명","접수상태","운영기간(시작)","운영기간(종료)","신청기간(시작)","신청기간(종료)","수강료","시간(시작)","시간(종료)","문의전화","첨부파일","운영기관","정원","접수","잔여","위치정보(위도)","위치정보(경도)","주소"
"하모니카교실","교육중","2024-04-01","2024-06-28","2024-03-11 09:00:00","2024-03-15 18:00:00","20000","14:00","16:00","051-665-5712","-","연제구 거제1동 주민자치회","7","6","1","35.1918536328","129.0756394473","부산 연제구 법원북로 88 (거제동, 거제1동 주민센터)"
"어린이주산교실","교육중","2024-04-01","2024-06-28","2024-03-11 09:00:00","2024-03-15 18:00:00","20000","16:00","18:00","051-665-5712","-","연제구 거제1동 주민자치회","6","1","5","35.1918536328","129.0756394473","부산 연제구 법원북로 88 (거제동, 거제1동 주민센터)"
"컴퓨터교실[왕초보]","교육중","2024-04-01","2024-06-30","2024-03-11 09:00:00","2024-03-22 18:00:00","30000","13:00","15:00","051-605-6581","[초읍동] 7월 주민자치회 프로그램 컴퓨터교실 수업.jpg","부산진구 초읍동 주민자치회","20","0","20","35.181452817","129.0473592083","부산 부산진구 새싹로 284 (초읍동)"
"생활건강체조","교육중","2024-04-01","2024-06-30","2024-03-11 09:00:00","2024-03-22 18:00:00","0","15:30","16:30","051-605-6581","-","부산진구 초읍동 주민자치회","25","0","25","35.181452817","129.0473592083","부산 부산진구 새싹로 284 (초읍동)"
"캘리그라피B","교육중","2024-04-01","2024-06-30","2024-03-11 09:00:00","2024-03-15 18:00:00","20000","13:00","15:00","051-665-5794","-","연제구 연산1동 주민자치회","10","2","8","35.189987958","129.0904245125","부산 연제구 연동로8번길 66 (연산동, 연산1동주민센터)"
"서예","교육중","2024-04-01","2024-06-30","2024-03-11 09:00:00","2024-03-15 18:00:00","20000","13:00","15:00","051-665-5794","-","연제구 연산1동 주민자치회","5","1","4","35.189987958","129.0904245125","부산 연제구 연동로8번길 66 (연산동, 연산1동주민센터)"
"하와이안 훌라댄스","교육중","2024-04-01","2024-06-30","2024-03-11 09:00:00","2024-03-15 18:00:00","25000","13:00","14:30","051-665-5794","-","연제구 연산1동 주민자치회","5","0","5","35.189987958","129.0904245125","부산 연제구 연동로8번길 66 (연산동, 연산1동주민센터)"
"벨리댄스","교육중","2024-04-01","2024-06-30","2024-03-11 09:00:00","2024-03-15 18:00:00","25000","14:30","16:00","051-665-5794","-","연제구 연산1동 주민자치회","5","0","5","35.189987958","129.0904245125","부산 연제구 연동로8번길 66 (연산동, 연산1동주민센터)"
"경기민요교실","교육중","2024-04-01","2024-06-30","2024-03-11 09:00:00","2024-03-15 18:00:00","20000","14:00","16:00","051-665-5794","-","연제구 연산1동 주민자치회","10","0","10","35.189987958","129.0904245125","부산 연제구 연동로8번길 66 (연산동, 연산1동주민센터)"
"풍물교실","교육중","2024-04-01","2024-06-30","2024-03-11 09:00:00","2024-03-15 18:00:00","15000","13:30","15:00","051-665-5794","-","연제구 연산1동 주민자치회","10","0","10","35.189987958","129.0904245125","부산 연제구 연동로8번길 66 (연산동, 연산1동주민센터)"
"요가(초급)","교육중","2024-04-01","2024-06-30","2024-03-11 09:00:00","2024-03-15 18:00:00","20000","11:00","12:00","051-665-5794","-","연제구 연산1동 주민자치회","6","6","0","35.189987958","129.0904245125","부산 연제구 연동로8번길 66 (연산동, 연산1동주민센터)"
"요가B반(10:30)","교육중","2024-04-01","2024-06-28","2024-03-11 09:00:00","2024-03-15 18:00:00","20000","10:30","11:30","051-665-5712","-","연제구 거제1동 주민자치회","6","6","0","35.1918536328","129.0756394473","부산 연제구 법원북로 88 (거제동, 거제1동 주민센터)"
"라인댄스(초급)","교육중","2024-04-01","2024-06-28","2024-03-11 09:00:00","2024-03-15 18:00:00","20000","10:00","11:00","051-665-5712","-","연제구 거제1동 주민자치회","9","8","1","35.1918536328","129.0756394473","부산 연제구 법원북로 88 (거제동, 거제1동 주민센터)"
"기타교실","교육중","2024-04-01","2024-06-28","2024-03-11 09:00:00","2024-03-15 18:00:00","20000","10:00","12:00","051-665-5712","-","연제구 거제1동 주민자치회","6","3","3","35.1918532011854","129.075638338535","부산 연제구 법원북로 88 (거제동, 거제1동 주민센터)"
"탁구교실","교육중","2024-04-01","2024-06-28","2024-03-11 09:00:00","2024-03-15 18:00:00","25000","13:00","15:00","051-665-5712","-","연제구 거제1동 주민자치회","4","4","0","35.191324110787","129.074577732423","부산 연제구 법원로32번길 10 (거제동, 협성프라자빌딩)"
"원어민 일본어회화","교육중","2024-04-01","2024-06-28","2024-03-11 09:00:00","2024-03-15 18:00:00","25000","15:00","17:00","01-665-5712","-","연제구 거제1동 주민자치회","6","5","1","35.1918532011854","129.075638338535","부산 연제구 법원북로 88 (거제동, 거제1동 주민센터)"
"라인댄스(중급)","교육중","2024-04-01","2024-06-28","2024-03-11 09:00:00","2024-03-15 18:00:00","20000","11:00","12:00","051-665-5712","-","연제구 거제1동 주민자치회","9","8","1","35.1918532011854","129.075638338535","부산 연제구 법원북로 88 (거제동, 거제1동 주민센터)"
"원어민 영어회화","교육중","2024-04-01","2024-06-28","2024-03-11 09:00:00","2024-03-15 18:00:00","25000","10:30","12:30","051-665-5712","-","연제구 거제1동 주민자치회","6","6","0","35.1918532011854","129.075638338535","부산 연제구 법원북로 88 (거제동, 거제1동 주민센터)"
"요가A반(9:30)","교육중","2024-04-01","2024-06-28","2024-03-11 09:00:00","2024-03-15 18:00:00","20000","09:30","10:30","051-665-5712","-","연제구 거제1동 주민자치회","6","6","0","35.1918532011854","129.075638338535","부산 연제구 법원북로 88 (거제동, 거제1동 주민센터)"
"서예","교육중","2024-04-01","2024-06-28","2024-03-11 09:00:00","2024-03-15 18:00:00","25000","10:00","12:00","051-665-5712","-","연제구 거제1동 주민자치회","5","2","3","35.1918532011854","129.075638338535","부산 연제구 법원북로 88 (거제동, 거제1동 주민센터)"
"캘리그라피A","교육중","2024-04-01","2024-06-30","2024-03-11 09:00:00","2024-03-15 18:00:00","20000","11:00","13:00","051-665-5794","-","연제구 연산1동 주민자치회","7","6","1","35.189987958","129.0904245125","부산 연제구 연동로8번길 66 (연산동, 연산1동주민센터)"
"우쿨렐레","교육중","2024-04-01","2024-06-30","2024-03-11 09:00:00","2024-03-15 18:00:00","20000","14:00","16:00","051-665-5794","-","연제구 연산1동 주민자치회","1","1","0","35.189987958","129.0904245125","부산 연제구 연동로8번길 66 (연산동, 연산1동주민센터)"
"다도","접수중","2024-04-01","2024-06-28","2024-03-07 08:00:00","2024-05-31 18:00:00","30000","10:00","12:00","051-749-6752","-","해운대구 좌2동 주민자치회","20","0","20","35.16909492530596","129.18259645927932","부산 해운대구 좌동순환로 302 (좌동, 좌2동주민센터)"
"토탈아트","교육중","2024-04-15","2024-07-08","2024-03-06 00:00:00","2024-04-12 00:00:00","20000","10:00","12:00","051-309-6242","-","북구 구포3동 주민자치회","15","1","14","35.1972409775461","129.013225184805","부산 북구 시랑로163번길 21-1 (구포동)"
"정리수납교실","교육중","2024-04-17","2024-06-26","2024-03-06 00:00:00","2024-04-12 00:00:00","10000","10:00","12:00","051-309-6242","-","북구 구포3동 주민자치회","15","1","14","35.1949315066","129.0087910894","부산 북구 시랑로118번길 23 (구포동, 구포3동 주민센터)"
"아침에어로빅(일과후프로그램, 상시참여가능)","접수중","2024-03-01","2024-08-31","2024-03-01 09:00:00","2024-08-31 18:00:00","0","06:00","07:00","051-610-5943","-","수영구 망미2동 주민자치회","50","0","50","35.1753268754923","129.115259749693","부산 수영구 수미로35번길 40 (망미동, 망미2동 행정복지센터)"
"아침에어로빅(토요프로그램, 상시참여가능)","접수중","2024-03-01","2024-08-31","2024-03-01 09:00:00","2024-08-31 18:00:00","0","06:00","07:00","051-610-5943","-","수영구 망미2동 주민자치회","50","0","50","35.1753268754923","129.115259749693","부산 수영구 수미로35번길 40 (망미동, 망미2동 행정복지센터)"
"라인댄스A","접수중","2024-03-01","2034-12-31","2024-03-01 00:00:00","2034-12-31 00:00:00","20000","09:00","10:00","051-309-6402","-","북구 덕천3동 주민자치회","0","0","0","35.2099197439","129.0174569427","부산 북구 덕천로 118 (덕천동, 덕천제3동행정복지센터)"
"라인댄스B","접수중","2024-03-01","2034-12-31","2024-03-01 00:00:00","2034-12-31 00:00:00","20000","11:00","12:00","051-309-6402","-","북구 덕천3동 주민자치회","0","0","0","35.2099197439","129.0174569427","부산 북구 덕천로 118 (덕천동, 덕천제3동행정복지센터)"
"날씬에어로빅","접수중","2024-03-01","2034-12-31","2024-03-01 00:00:00","2034-12-31 00:00:00","40000","10:00","11:00","051-309-6402","-","북구 덕천3동 주민자치회","0","0","0","35.2099197439","129.0174569427","부산 북구 덕천로 118 (덕천동, 덕천제3동행정복지센터)"
"생생일본어","접수중","2024-03-01","2034-12-31","2024-03-01 00:00:00","2034-12-31 00:00:00","10000","11:00","12:30","051-309-6402","-","북구 덕천3동 주민자치회","0","0","0","35.2099197439","129.0174569427","부산 북구 덕천로 118 (덕천동, 덕천제3동행정복지센터)"
"라인댄스 초급","교육중","2024-03-01","2024-08-31","2024-02-21 09:00:00","2024-02-27 18:00:00","10000","13:20","14:20","051-610-5943","2024 상반기 주민자치 프로그램 수강생 모집 안내문.pdf","수영구 망미2동 주민자치회","20","0","20","35.1753268754923","129.115259749693","부산 수영구 수미로35번길 40 (망미동, 망미2동 행정복지센터)"
"라인댄스 중급","교육중","2024-03-01","2024-08-31","2024-02-21 09:00:00","2024-02-27 18:00:00","10000","10:00","11:00","051-610-5943","2024 상반기 주민자치 프로그램 수강생 모집 안내문.pdf","수영구 망미2동 주민자치회","20","0","20","35.1753268754923","129.115259749693","부산 수영구 수미로35번길 40 (망미동, 망미2동 행정복지센터)"
"요가교실1부","교육중","2024-03-01","2024-08-31","2024-02-20 09:00:00","2024-02-27 18:00:00","10000","10:00","11:00","051-610-5943","캡쳐(수강생 모집).JPG","수영구 망미2동 주민자치회","20","0","20","35.1753268754923","129.115259749693","부산 수영구 수미로35번길 40 (망미동, 망미2동 행정복지센터)"
"요가교실2부","교육중","2024-03-01","2024-08-31","2024-02-20 09:00:00","2024-02-27 18:00:00","10000","11:00","12:00","051-610-5943","2024 상반기 주민자치 프로그램 수강생 모집 안내문.pdf","수영구 망미2동 주민자치회","20","0","20","35.1753268754923","129.115259749693","부산 수영구 수미로35번길 40 (망미동, 망미2동 행정복지센터)"
"2024년 천문동아리 회원 모집","교육중","2024-03-23","2024-12-15","2024-02-19 10:00:00","2024-03-17 18:00:00","0","14:00","16:00","051-610-3227","2024년 천문동아리 회원 모집 안내문.hwp","금련산청소년수련원","50","31","19","35.155243202","129.1029083827","부산 수영구 황령산로 156 (광안동, 금련산청소년수련원)"
"국학기공(단요가)","교육중","2024-03-01","2024-08-31","2024-02-19 09:00:00","2024-02-27 18:00:00","10000","15:30","16:30","051-610-5943","2024 상반기 주민자치 프로그램 수강생 모집 안내문.pdf","수영구 망미2동 주민자치회","20","0","20","35.1753268754923","129.115259749693","부산 수영구 수미로35번길 40 (망미동, 망미2동 행정복지센터)"
"노래교실","교육중","2024-03-01","2024-08-31","2024-02-19 09:00:00","2024-02-27 18:00:00","5000","10:30","12:00","051-610-5943","2024 상반기 주민자치 프로그램 수강생 모집 안내문.pdf","수영구 망미2동 주민자치회","50","0","50","35.1753268754923","129.115259749693","부산 수영구 수미로35번길 40 (망미동, 망미2동 행정복지센터)"
"캘리그라피 교실","접수중","2024-03-04","2024-10-31","2024-02-19 00:00:00","2024-12-31 00:00:00","0","10:00","11:30","-","-","사상구 감전동 주민자치회","30","11","19","35.1542013803796","128.979407622194","부산 사상구 새벽시장로56번길 20 (감전동, 감전동 주민센터)"
"일본어교실","접수중","2024-03-04","2024-12-31","2024-02-06 09:00:00","2024-12-31 18:00:00","0","09:30","12:30","051-600-6392","-","중구 영주1동 주민자치회","15","0","15","35.1111029538","129.035020991","부산 중구 대영로224번길 10 (영주동, 영주1동 주민센터)"
"보태니컬아트","접수중","2024-02-21","2024-12-31","2024-02-06 09:00:00","2024-12-31 18:00:00","0","18:30","20:30","051-600-6392","-","중구 영주1동 주민자치회","15","0","15","35.1111029538","129.035020991","부산 중구 대영로224번길 10 (영주동, 영주1동 주민센터)"
"서예교실","접수중","2024-02-21","2024-12-31","2024-02-06 09:00:00","2024-12-31 18:00:00","0","13:30","15:30","051-600-6392","-","중구 영주1동 주민자치회","15","0","15","35.1111029538","129.035020991","부산 중구 대영로224번길 10 (영주동, 영주1동 주민센터)"
"노래교실","접수중","2024-02-22","2024-12-31","2024-02-06 09:00:00","2024-12-31 18:00:00","0","14:00","16:00","051-600-6392","-","중구 영주1동 주민자치회","20","0","20","35.1111029538","129.035020991","부산 중구 대영로224번길 10 (영주동, 영주1동 주민센터)"
"서예교실(중급)","접수중","2024-02-01","2024-12-31","2024-02-01 09:00:00","2024-12-31 18:00:00","5000","10:00","12:00","051-607-6867","-","남구 우암동 주민자치회","8","0","8","35.1260842226875","129.070010976291","부산 남구 우암번영로 19 (우암동)"
"문인화교실","접수중","2024-02-01","2024-12-31","2024-02-01 09:00:00","2024-12-31 18:00:00","5000","10:00","12:00","051-607-6867","-","남구 우암동 주민자치회","10","0","10","35.1260842226875","129.070010976291","부산 남구 우암번영로 19 (우암동)"
"스포츠댄스","접수중","2024-02-01","2024-12-31","2024-02-01 09:00:00","2024-12-31 18:00:00","5000","13:00","14:00","051-607-6867","-","남구 우암동 주민자치회","25","0","25","35.1250056548","129.0758498947","부산 남구 우암로 190-15 (우암동, 우암동주민센터)"
"노래교실","접수중","2024-02-01","2024-12-31","2024-02-01 09:00:00","2024-12-31 00:00:00","5000","13:30","15:30","-","-","남구 우암동 주민자치회","25","0","25","35.1250056548","129.0758498947","부산 남구 우암로 190-15 (우암동, 우암동주민센터)"
"에어로빅","접수중","2024-02-01","2024-12-31","2024-02-01 09:00:00","2024-12-31 18:00:00","5000","10:00","11:00","051-607-6867","-","남구 우암동 주민자치회","25","0","25","35.1250056548","129.0758498947","부산 남구 우암로 190-15 (우암동, 우암동주민센터)"
"요가(B)","접수중","2024-02-01","2024-12-31","2024-02-01 09:00:00","2024-12-31 00:00:00","5000","11:00","12:00","051-607-6867","-","남구 우암동 주민자치회","20","0","20","35.1250056548","129.0758498947","부산 남구 우암로 190-15 (우암동, 우암동주민센터)"
